"year","zone","ratio"
"2003","S01002089","19.46"
"2004","S01002090","13.1"
"2005","S01002090","13.12"
"2006","S01002090","13.12"
"2007","S01002090","13.1"
"2008","S01002090","13.1"
"2009","S01002090","13.31"
"2010","S01002090","13.25"
"2011","S01002090","13.25"
"2012","S01002090","13.25"
"2003","S01002090","13.02"
"2004","S01002091","41.1"
"2005","S01002091","41.1"
"2006","S01002091","41.1"
"2007","S01002091","41.18"
"2008","S01002091","41.18"
"2009","S01002091","41.18"
"2010","S01002091","41.18"
"2011","S01002091","41.1"
"2012","S01002091","40.92"
"2003","S01002091","41.01"
"2004","S01002092","6.48"
"2005","S01002092","6.47"
"2006","S01002092","6.45"
"2007","S01002092","6.84"
"2008","S01002092","7.1"
"2009","S01002092","7.25"
"2010","S01002092","7.25"
"2011","S01002092","7.25"
"2012","S01002092","7.25"
"2003","S01002092","6.47"
"2004","S01002093","57.8"
"2005","S01002093","61.89"
"2006","S01002093","68.28"
"2007","S01002093","65.14"
"2008","S01002093","65.02"
"2009","S01002093","65.27"
"2010","S01002093","65.14"
"2011","S01002093","65.14"
"2012","S01002093","64.9"
"2003","S01002093","62.25"
"2004","S01002094","10.84"
"2005","S01002094","10.87"
"2006","S01002094","10.87"
"2007","S01002094","10.87"
"2008","S01002094","10.87"
"2009","S01002094","10.87"
"2010","S01002094","10.87"
"2011","S01002094","10.9"
"2012","S01002094","10.9"
"2003","S01002094","10.84"
"2004","S01002095","6.69"
"2005","S01002095","6.67"
"2006","S01002095","6.72"
"2007","S01002095","6.77"
"2008","S01002095","6.77"
"2009","S01002095","6.91"
"2010","S01002095","7.04"
"2011","S01002095","7.04"
"2012","S01002095","7.09"
"2003","S01002095","6.69"
"2004","S01002096","7.41"
"2005","S01002096","8.22"
"2006","S01002096","8.7"
"2007","S01002096","9.23"
"2008","S01002096","9.77"
"2009","S01002096","11.29"
"2010","S01002096","12.45"
"2011","S01002096","13.14"
"2012","S01002096","14.07"
"2003","S01002096","7.36"
"2004","S01002097","16.47"
"2005","S01002097","16.47"
"2006","S01002097","16.47"
"2007","S01002097","16.47"
"2008","S01002097","16.41"
"2009","S01002097","16.41"
"2010","S01002097","16.41"
"2011","S01002097","16.47"
"2012","S01002097","16.47"
"2003","S01002097","16.47"
"2004","S01002098","24.83"
"2005","S01002098","24.9"
"2006","S01002098","24.9"
"2007","S01002098","24.9"
"2008","S01002098","24.9"
"2009","S01002098","24.9"
"2010","S01002098","24.9"
"2011","S01002098","24.9"
"2012","S01002098","24.9"
"2003","S01002098","24.06"
"2004","S01002099","34.35"
"2005","S01002099","34.51"
"2006","S01002099","34.75"
"2007","S01002099","34.91"
"2008","S01002099","34.83"
"2009","S01002099","35.16"
"2010","S01002099","35.56"
"2011","S01002099","35.32"
"2012","S01002099","34.91"
"2003","S01002099","34.1"
"2004","S01002100","6.17"
"2005","S01002100","6.17"
"2006","S01002100","6.17"
"2007","S01002100","6.17"
"2008","S01002100","6.17"
"2009","S01002100","6.19"
"2010","S01002100","6.19"
"2011","S01002100","6.19"
"2012","S01002100","6.21"
"2003","S01002100","6.17"
"2004","S01002101","2.85"
"2005","S01002101","2.85"
"2006","S01002101","2.85"
"2007","S01002101","2.85"
"2008","S01002101","2.84"
"2009","S01002101","2.83"
"2010","S01002101","2.83"
"2011","S01002101","2.84"
"2012","S01002101","2.83"
"2003","S01002101","2.85"
"2004","S01002102","34.82"
"2005","S01002102","34.82"
"2006","S01002102","34.82"
"2007","S01002102","34.82"
"2008","S01002102","34.82"
"2009","S01002102","34.82"
"2010","S01002102","34.82"
"2011","S01002102","34.82"
"2012","S01002102","34.82"
"2003","S01002102","34.82"
"2004","S01002103","25.4"
"2005","S01002103","25.4"
"2006","S01002103","25.4"
"2007","S01002103","25.31"
"2008","S01002103","25.4"
"2009","S01002103","25.4"
"2010","S01002103","25.4"
"2011","S01002103","25.4"
"2012","S01002103","25.49"
"2003","S01002103","25.4"
"2004","S01002104","89.38"
"2005","S01002104","86.89"
"2006","S01002104","87.39"
"2007","S01002104","82.42"
"2008","S01002104","82.42"
"2009","S01002104","83.41"
"2010","S01002104","85.4"
"2011","S01002104","85.53"
"2012","S01002104","85.53"
"2003","S01002104","83.04"
"2004","S01002105","18.06"
"2005","S01002105","18.15"
"2006","S01002105","18.15"
"2007","S01002105","18.2"
"2008","S01002105","18.1"
"2009","S01002105","18.06"
"2010","S01002105","18.06"
"2011","S01002105","18.06"
"2012","S01002105","18.01"
"2003","S01002105","18.06"
"2004","S01002106","42.38"
"2005","S01002106","42.19"
"2006","S01002106","45.21"
"2007","S01002106","45.02"
"2008","S01002106","46.15"
"2009","S01002106","46.06"
"2010","S01002106","46.25"
"2011","S01002106","45.77"
"2012","S01002106","45.59"
"2003","S01002106","43.51"
"2004","S01002107","18.41"
"2005","S01002107","18.41"
"2006","S01002107","18.41"
"2007","S01002107","18.41"
"2008","S01002107","18.41"
"2009","S01002107","18.49"
"2010","S01002107","18.49"
"2011","S01002107","18.49"
"2012","S01002107","18.49"
"2003","S01002107","18.41"
"2004","S01002108","43.39"
"2005","S01002108","42.21"
"2006","S01002108","43.14"
"2007","S01002108","43.48"
"2008","S01002108","43.31"
"2009","S01002108","42.55"
"2010","S01002108","42.55"
"2011","S01002108","42.55"
"2012","S01002108","42.3"
"2003","S01002108","41.63"
"2004","S01002109","20.57"
"2005","S01002109","20.78"
"2006","S01002109","20.91"
"2007","S01002109","22.09"
"2008","S01002109","22.72"
"2009","S01002109","22.13"
"2010","S01002109","21.88"
"2011","S01002109","21.92"
"2012","S01002109","20.91"
"2003","S01002109","21.66"
"2004","S01002110","8.69"
"2005","S01002110","8.69"
"2006","S01002110","8.67"
"2007","S01002110","8.64"
"2008","S01002110","8.64"
"2009","S01002110","8.92"
"2010","S01002110","9.36"
"2011","S01002110","9.51"
"2012","S01002110","9.54"
"2003","S01002110","8.75"
"2004","S01002111","15.45"
"2005","S01002111","15.45"
"2006","S01002111","15.45"
"2007","S01002111","15.45"
"2008","S01002111","15.45"
"2009","S01002111","15.45"
"2010","S01002111","15.45"
"2011","S01002111","15.45"
"2012","S01002111","15.45"
"2003","S01002111","15.45"
"2004","S01002112","24.28"
"2005","S01002112","25.36"
"2006","S01002112","25.41"
"2007","S01002112","25.61"
"2008","S01002112","25.61"
"2009","S01002112","25.61"
"2010","S01002112","25.71"
"2011","S01002112","25.82"
"2012","S01002112","25.82"
"2003","S01002112","22.65"
"2004","S01002113","15.69"
"2005","S01002113","15.69"
"2006","S01002113","15.69"
"2007","S01002113","15.64"
"2008","S01002113","15.69"
"2009","S01002113","15.69"
"2010","S01002113","15.69"
"2011","S01002113","15.69"
"2012","S01002113","15.78"
"2003","S01002113","15.69"
"2004","S01002114","12.62"
"2005","S01002114","12.62"
"2006","S01002114","12.71"
"2007","S01002114","12.76"
"2008","S01002114","12.81"
"2009","S01002114","12.81"
"2010","S01002114","12.81"
"2011","S01002114","12.81"
"2012","S01002114","12.81"
"2003","S01002114","12.62"
"2004","S01002115","34.08"
"2005","S01002115","34.26"
"2006","S01002115","34.26"
"2007","S01002115","33.52"
"2008","S01002115","33.46"
"2009","S01002115","33.46"
"2010","S01002115","33.7"
"2011","S01002115","34.02"
"2012","S01002115","34.7"
"2003","S01002115","33.33"
"2004","S01002116","12.3"
"2005","S01002116","12.5"
"2006","S01002116","12.61"
"2007","S01002116","12.54"
"2008","S01002116","12.64"
"2009","S01002116","12.64"
"2010","S01002116","12.71"
"2011","S01002116","12.71"
"2012","S01002116","12.71"
"2003","S01002116","12.24"
"2004","S01002117","26.56"
"2005","S01002117","24.53"
"2006","S01002117","24.58"
"2007","S01002117","24.58"
"2008","S01002117","24.63"
"2009","S01002117","25.67"
"2010","S01002117","25.82"
"2011","S01002117","25.77"
"2012","S01002117","25.57"
"2003","S01002117","24.78"
"2004","S01002118","60.27"
"2005","S01002118","64.02"
"2006","S01002118","66.66"
"2007","S01002118","66.05"
"2008","S01002118","69.19"
"2009","S01002118","68.69"
"2010","S01002118","65.24"
"2011","S01002118","65.04"
"2012","S01002118","67.88"
"2003","S01002118","60.27"
"2004","S01002119","31.89"
"2005","S01002119","31.89"
"2006","S01002119","31.89"
"2007","S01002119","31.89"
"2008","S01002119","31.89"
"2009","S01002119","31.89"
"2010","S01002119","31.89"
"2011","S01002119","31.89"
"2012","S01002119","31.89"
"2003","S01002119","31.89"
"2004","S01002120","23.34"
"2005","S01002120","23.34"
"2006","S01002120","23.34"
"2007","S01002120","23.34"
"2008","S01002120","25.31"
"2009","S01002120","23.56"
"2010","S01002120","23.34"
"2011","S01002120","23.34"
"2012","S01002120","23.34"
"2003","S01002120","23.34"
"2004","S01002121","39.95"
"2005","S01002121","39.95"
"2006","S01002121","39.95"
"2007","S01002121","39.95"
"2008","S01002121","39.95"
"2009","S01002121","39.95"
"2010","S01002121","39.95"
"2011","S01002121","39.95"
"2012","S01002121","39.95"
"2003","S01002121","39.95"
"2004","S01002122","10.95"
"2005","S01002122","10.95"
"2006","S01002122","10.92"
"2007","S01002122","10.98"
"2008","S01002122","10.95"
"2009","S01002122","10.98"
"2010","S01002122","10.95"
"2011","S01002122","10.95"
"2012","S01002122","10.92"
"2003","S01002122","10.56"
"2004","S01002123","13.89"
"2005","S01002123","13.89"
"2006","S01002123","13.89"
"2007","S01002123","13.89"
"2008","S01002123","13.89"
"2009","S01002123","13.6"
"2010","S01002123","14.6"
"2011","S01002123","15.81"
"2012","S01002123","19.75"
"2003","S01002123","13.89"
"2004","S01002124","24.11"
"2005","S01002124","24.5"
"2006","S01002124","24.67"
"2007","S01002124","23.27"
"2008","S01002124","23.27"
"2009","S01002124","23.27"
"2010","S01002124","23.33"
"2011","S01002124","23.33"
"2012","S01002124","23.33"
"2003","S01002124","17.23"
"2004","S01002125","30.9"
"2005","S01002125","30.9"
"2006","S01002125","30.96"
"2007","S01002125","29.63"
"2008","S01002125","29.63"
"2009","S01002125","29.69"
"2010","S01002125","29.75"
"2011","S01002125","29.69"
"2012","S01002125","29.69"
"2003","S01002125","30.58"
"2004","S01002126","35.23"
"2005","S01002126","35.23"
"2006","S01002126","35.23"
"2007","S01002126","35.23"
"2008","S01002126","35.23"
"2009","S01002126","35.23"
"2010","S01002126","35.23"
"2011","S01002126","35.23"
"2012","S01002126","35.23"
"2003","S01002126","35.23"
"2004","S01002127","21.02"
"2005","S01002127","21.09"
"2006","S01002127","21.09"
"2007","S01002127","21.02"
"2008","S01002127","20.96"
"2009","S01002127","20.96"
"2010","S01002127","20.96"
"2011","S01002127","20.96"
"2012","S01002127","20.96"
"2003","S01002127","21.02"
"2004","S01002128","16.95"
"2005","S01002128","17.34"
"2006","S01002128","18.1"
"2007","S01002128","17.28"
"2008","S01002128","17.21"
"2009","S01002128","17.11"
"2010","S01002128","17.54"
"2011","S01002128","17.58"
"2012","S01002128","17.91"
"2003","S01002128","16.62"
"2004","S01002129","27.28"
"2005","S01002129","27.74"
"2006","S01002129","28.03"
"2007","S01002129","33.09"
"2008","S01002129","36.66"
"2009","S01002129","36.48"
"2010","S01002129","36.37"
"2011","S01002129","36.02"
"2012","S01002129","35.85"
"2003","S01002129","26.82"
"2004","S01002130","13.67"
"2005","S01002130","13.67"
"2006","S01002130","13.67"
"2007","S01002130","13.61"
"2008","S01002130","13.67"
"2009","S01002130","13.67"
"2010","S01002130","13.67"
"2011","S01002130","13.67"
"2012","S01002130","13.67"
"2003","S01002130","13.67"
"2004","S01002131","10.07"
"2005","S01002131","10.11"
"2006","S01002131","10.07"
"2007","S01002131","9.27"
"2008","S01002131","9.11"
"2009","S01002131","9.05"
"2010","S01002131","9.09"
"2011","S01002131","9.17"
"2012","S01002131","9.13"
"2003","S01002131","10.11"
"2004","S01002132","33.77"
"2005","S01002132","33.77"
"2006","S01002132","33.77"
"2007","S01002132","35.98"
"2008","S01002132","35.98"
"2009","S01002132","35.98"
"2010","S01002132","35.98"
"2011","S01002132","35.98"
"2012","S01002132","35.89"
"2003","S01002132","33.69"
"2004","S01002133","37.22"
"2005","S01002133","37.49"
"2006","S01002133","38.39"
"2007","S01002133","38.44"
"2008","S01002133","38.28"
"2009","S01002133","38.33"
"2010","S01002133","38.33"
"2011","S01002133","38.78"
"2012","S01002133","38.95"
"2003","S01002133","37.27"
"2004","S01002134","19.46"
"2005","S01002134","19.46"
"2006","S01002134","19.46"
"2007","S01002134","19.46"
"2008","S01002134","19.46"
"2009","S01002134","19.53"
"2010","S01002134","19.53"
"2011","S01002134","19.53"
"2012","S01002134","19.53"
"2003","S01002134","19.46"
"2004","S01002135","2.38"
"2005","S01002135","2.38"
"2006","S01002135","2.36"
"2007","S01002135","2.36"
"2008","S01002135","2.36"
"2009","S01002135","2.35"
"2010","S01002135","2.36"
"2011","S01002135","2.36"
"2012","S01002135","2.37"
"2003","S01002135","2.38"
"2004","S01002136","18.12"
"2005","S01002136","18.16"
"2006","S01002136","18.16"
"2007","S01002136","18.16"
"2008","S01002136","18.71"
"2009","S01002136","18.88"
"2010","S01002136","19.09"
"2011","S01002136","19.26"
"2012","S01002136","19.35"
"2003","S01002136","18.12"
"2004","S01002137","27.34"
"2005","S01002137","27.34"
"2006","S01002137","27.34"
"2007","S01002137","27.34"
"2008","S01002137","27.34"
"2009","S01002137","27.34"
"2010","S01002137","27.34"
"2011","S01002137","27.34"
"2012","S01002137","27.34"
"2003","S01002137","27.34"
"2004","S01002138","33.44"
"2005","S01002138","33.44"
"2006","S01002138","33.44"
"2007","S01002138","33.44"
"2008","S01002138","33.44"
"2009","S01002138","33.44"
"2010","S01002138","33.28"
"2011","S01002138","35.94"
"2012","S01002138","37.88"
"2003","S01002138","33.04"
"2004","S01002139","60.35"
"2005","S01002139","60.35"
"2006","S01002139","60.35"
"2007","S01002139","56.06"
"2008","S01002139","56.06"
"2009","S01002139","56.06"
"2010","S01002139","56.06"
"2011","S01002139","56.06"
"2012","S01002139","56.06"
"2003","S01002139","59.77"
"2004","S01002140","40.22"
"2005","S01002140","40.22"
"2006","S01002140","40.22"
"2007","S01002140","40.22"
"2008","S01002140","40.22"
"2009","S01002140","40.22"
"2010","S01002140","40.22"
"2011","S01002140","40.22"
"2012","S01002140","40.22"
"2003","S01002140","40.22"
"2004","S01002141","35.8"
"2005","S01002141","36.84"
"2006","S01002141","37.75"
"2007","S01002141","38.1"
"2008","S01002141","38.1"
"2009","S01002141","38.33"
"2010","S01002141","38.44"
"2011","S01002141","38.56"
"2012","S01002141","38.56"
"2003","S01002141","35.69"
"2004","S01002142","8.3"
"2005","S01002142","8.32"
"2006","S01002142","8.43"
"2007","S01002142","8.49"
"2008","S01002142","8.47"
"2009","S01002142","8.47"
"2010","S01002142","8.6"
"2011","S01002142","8.75"
"2012","S01002142","8.8"
"2003","S01002142","8.3"
"2004","S01002143","15.99"
"2005","S01002143","15.99"
"2006","S01002143","15.99"
"2007","S01002143","15.99"
"2008","S01002143","15.99"
"2009","S01002143","15.99"
"2010","S01002143","16.12"
"2011","S01002143","16.12"
"2012","S01002143","16.16"
"2003","S01002143","15.99"
"2004","S01002144","13.33"
"2005","S01002144","13.33"
"2006","S01002144","13.37"
"2007","S01002144","13.37"
"2008","S01002144","13.37"
"2009","S01002144","13.37"
"2010","S01002144","13.37"
"2011","S01002144","13.37"
"2012","S01002144","13.37"
"2003","S01002144","13.33"
"2004","S01002145","36.56"
"2005","S01002145","36.75"
"2006","S01002145","37.06"
"2007","S01002145","37.25"
"2008","S01002145","37.13"
"2009","S01002145","37.38"
"2010","S01002145","37.7"
"2011","S01002145","37.51"
"2012","S01002145","37.57"
"2003","S01002145","35.67"
"2004","S01002146","113.84"
"2005","S01002146","114.28"
"2006","S01002146","114.28"
"2007","S01002146","119.1"
"2008","S01002146","119.32"
"2009","S01002146","119.32"
"2010","S01002146","119.32"
"2011","S01002146","119.32"
"2012","S01002146","119.54"
"2003","S01002146","113.41"
"2004","S01002147","31.42"
"2005","S01002147","31.42"
"2006","S01002147","31.42"
"2007","S01002147","31.42"
"2008","S01002147","31.42"
"2009","S01002147","31.42"
"2010","S01002147","31.42"
"2011","S01002147","31.42"
"2012","S01002147","31.42"
"2003","S01002147","31.42"
"2004","S01002148","11.98"
"2005","S01002148","11.94"
"2006","S01002148","11.94"
"2007","S01002148","11.94"
"2008","S01002148","11.94"
"2009","S01002148","11.91"
"2010","S01002148","11.94"
"2011","S01002148","11.91"
"2012","S01002148","11.91"
"2003","S01002148","11.98"
"2004","S01002149","56.79"
"2005","S01002149","57.1"
"2006","S01002149","57.2"
"2007","S01002149","58.73"
"2008","S01002149","58.73"
"2009","S01002149","59.35"
"2010","S01002149","59.65"
"2011","S01002149","59.75"
"2012","S01002149","59.86"
"2003","S01002149","55.98"
"2004","S01002150","43.42"
"2005","S01002150","43.42"
"2006","S01002150","43.42"
"2007","S01002150","43.42"
"2008","S01002150","43.42"
"2009","S01002150","43.42"
"2010","S01002150","43.42"
"2011","S01002150","43.67"
"2012","S01002150","43.67"
"2003","S01002150","43.29"
"2004","S01002151","94.84"
"2005","S01002151","91.28"
"2006","S01002151","92.25"
"2007","S01002151","92.25"
"2008","S01002151","92.25"
"2009","S01002151","93.76"
"2010","S01002151","93.76"
"2011","S01002151","93.66"
"2012","S01002151","93.76"
"2003","S01002151","88.58"
"2004","S01002152","23.7"
"2005","S01002152","23.7"
"2006","S01002152","23.76"
"2007","S01002152","23.76"
"2008","S01002152","24.05"
"2009","S01002152","24.91"
"2010","S01002152","25.37"
"2011","S01002152","25.77"
"2012","S01002152","26.23"
"2003","S01002152","23.76"
"2004","S01002153","12.49"
"2005","S01002153","12.49"
"2006","S01002153","12.49"
"2007","S01002153","12.49"
"2008","S01002153","12.49"
"2009","S01002153","12.49"
"2010","S01002153","12.49"
"2011","S01002153","12.49"
"2012","S01002153","12.49"
"2003","S01002153","12.49"
"2004","S01002154","37.76"
"2005","S01002154","37.76"
"2006","S01002154","37.76"
"2007","S01002154","37.76"
"2008","S01002154","38.01"
"2009","S01002154","38.01"
"2010","S01002154","38.01"
"2011","S01002154","38.01"
"2012","S01002154","38.01"
"2003","S01002154","37.76"
"2004","S01002155","63.42"
"2005","S01002155","63.3"
"2006","S01002155","63.3"
"2007","S01002155","63.3"
"2008","S01002155","63.42"
"2009","S01002155","64.13"
"2010","S01002155","64.13"
"2011","S01002155","64.13"
"2012","S01002155","64.13"
"2003","S01002155","63.42"
"2004","S01002156","19.72"
"2005","S01002156","19.86"
"2006","S01002156","19.9"
"2007","S01002156","19.9"
"2008","S01002156","20.27"
"2009","S01002156","20.31"
"2010","S01002156","20.49"
"2011","S01002156","20.72"
"2012","S01002156","20.72"
"2003","S01002156","19.81"
"2004","S01002157","31.28"
"2005","S01002157","31.44"
"2006","S01002157","31.36"
"2007","S01002157","31.36"
"2008","S01002157","31.44"
"2009","S01002157","31.36"
"2010","S01002157","31.36"
"2011","S01002157","31.36"
"2012","S01002157","31.44"
"2003","S01002157","31.44"
"2004","S01002158","42.4"
"2005","S01002158","42.49"
"2006","S01002158","42.49"
"2007","S01002158","42.49"
"2008","S01002158","42.49"
"2009","S01002158","42.4"
"2010","S01002158","42.31"
"2011","S01002158","42.67"
"2012","S01002158","42.58"
"2003","S01002158","42.49"
"2004","S01002159","10.94"
"2005","S01002159","11.13"
"2006","S01002159","11.23"
"2007","S01002159","11.31"
"2008","S01002159","11.31"
"2009","S01002159","11.26"
"2010","S01002159","11.18"
"2011","S01002159","11.2"
"2012","S01002159","11.23"
"2003","S01002159",11
"2004","S01002160","55.23"
"2005","S01002160","59.21"
"2006","S01002160","59.32"
"2007","S01002160","59.21"
"2008","S01002160","59.21"
"2009","S01002160","59.21"
"2010","S01002160","59.09"
"2011","S01002160","59.09"
"2012","S01002160","59.09"
"2003","S01002160",55
"2004","S01002161","29.63"
"2005","S01002161","29.77"
"2006","S01002161","24.15"
"2007","S01002161","24.48"
"2008","S01002161","24.53"
"2009","S01002161","24.76"
"2010","S01002161","24.95"
"2011","S01002161","25.37"
"2012","S01002161","25.09"
"2003","S01002161","23.97"
"2004","S01002162","34.95"
"2005","S01002162","34.95"
"2006","S01002162","34.95"
"2007","S01002162","34.87"
"2008","S01002162","34.87"
"2009","S01002162","34.87"
"2010","S01002162","34.87"
"2011","S01002162","34.95"
"2012","S01002162","34.95"
"2003","S01002162","34.87"
"2004","S01002163","30.68"
"2005","S01002163","33.13"
"2006","S01002163","33.46"
"2007","S01002163","33.88"
"2008","S01002163","34.5"
"2009","S01002163","34.64"
"2010","S01002163","34.69"
"2011","S01002163","36.05"
"2012","S01002163","36.34"
"2003","S01002163","29.83"
"2004","S01002164","17.08"
"2005","S01002164","17.08"
"2006","S01002164","17.18"
"2007","S01002164","17.18"
"2008","S01002164","17.23"
"2009","S01002164","17.23"
"2010","S01002164","17.23"
"2011","S01002164","17.23"
"2012","S01002164","17.23"
"2003","S01002164","17.08"
"2004","S01002165","26.28"
"2005","S01002165","26.28"
"2006","S01002165","26.28"
"2007","S01002165","26.28"
"2008","S01002165","26.28"
"2009","S01002165","26.28"
"2010","S01002165","26.28"
"2011","S01002165","26.28"
"2012","S01002165","26.28"
"2003","S01002165","26.28"
"2004","S01002166","56.76"
"2005","S01002166","57.01"
"2006","S01002166","56.76"
"2007","S01002166","57.01"
"2008","S01002166","57.14"
"2009","S01002166","57.14"
"2010","S01002166","56.89"
"2011","S01002166","57.01"
"2012","S01002166","57.27"
"2003","S01002166","56.11"
"2004","S01002167","26.96"
"2005","S01002167","26.96"
"2006","S01002167","26.96"
"2007","S01002167","26.96"
"2008","S01002167","26.96"
"2009","S01002167","27.04"
"2010","S01002167","27.04"
"2011","S01002167","27.04"
"2012","S01002167","27.04"
"2003","S01002167","26.96"
"2004","S01002168","87.39"
"2005","S01002168","87.14"
"2006","S01002168","87.51"
"2007","S01002168","87.14"
"2008","S01002168","87.14"
"2009","S01002168","86.89"
"2010","S01002168","86.76"
"2011","S01002168","86.26"
"2012","S01002168","86.26"
"2003","S01002168","87.14"
"2004","S01002169","50.43"
"2005","S01002169","50.31"
"2006","S01002169","50.31"
"2007","S01002169","50.2"
"2008","S01002169","50.2"
"2009","S01002169","50.09"
"2010","S01002169","50.09"
"2011","S01002169","49.63"
"2012","S01002169","49.63"
"2003","S01002169","50.43"
"2004","S01002170","20.08"
"2005","S01002170","20.08"
"2006","S01002170","20.08"
"2007","S01002170","20.08"
"2008","S01002170","20.08"
"2009","S01002170","20.08"
"2010","S01002170","20.08"
"2011","S01002170","20.08"
"2012","S01002170","20.08"
"2003","S01002170","20.08"
"2004","S01002171","25.28"
"2005","S01002171","25.28"
"2006","S01002171","25.28"
"2007","S01002171","25.28"
"2008","S01002171","25.28"
"2009","S01002171","25.37"
"2010","S01002171","25.37"
"2011","S01002171","25.37"
"2012","S01002171","25.45"
"2003","S01002171","25.28"
"2004","S01002172","19.54"
"2005","S01002172","19.54"
"2006","S01002172","19.54"
"2007","S01002172","19.54"
"2008","S01002172","19.61"
"2009","S01002172","19.61"
"2010","S01002172","19.99"
"2011","S01002172","19.99"
"2012","S01002172","19.99"
"2003","S01002172","19.61"
"2004","S01002173",28
"2005","S01002173","28.06"
"2006","S01002173","28.06"
"2007","S01002173","29.52"
"2008","S01002173","29.58"
"2009","S01002173","29.58"
"2010","S01002173","29.37"
"2011","S01002173","29.37"
"2012","S01002173","29.37"
"2003","S01002173",28
"2004","S01002174","75.06"
"2005","S01002174","75.06"
"2006","S01002174","75.06"
"2007","S01002174","74.93"
"2008","S01002174","75.06"
"2009","S01002174","74.65"
"2010","S01002174","74.93"
"2011","S01002174","74.93"
"2012","S01002174","74.79"
"2003","S01002174","75.06"
"2004","S01002175","60.97"
"2005","S01002175","60.97"
"2006","S01002175","61.07"
"2007","S01002175","61.17"
"2008","S01002175","61.07"
"2009","S01002175","61.07"
"2010","S01002175","60.87"
"2011","S01002175","60.87"
"2012","S01002175","60.97"
"2003","S01002175","60.97"
"2004","S01002176","17.2"
"2005","S01002176","17.2"
"2006","S01002176","17.25"
"2007","S01002176","17.15"
"2008","S01002176","17.71"
"2009","S01002176","18.32"
"2010","S01002176","18.36"
"2011","S01002176","18.36"
"2012","S01002176","18.36"
"2003","S01002176","17.25"
"2004","S01002177","81.23"
"2005","S01002177","81.57"
"2006","S01002177","81.57"
"2007","S01002177","81.57"
"2008","S01002177","81.57"
"2009","S01002177","81.4"
"2010","S01002177","81.57"
"2011","S01002177","81.57"
"2012","S01002177","81.74"
"2003","S01002177","81.23"
"2004","S01002178","102.61"
"2005","S01002178","102.78"
"2006","S01002178","103.14"
"2007","S01002178","103.31"
"2008","S01002178","103.85"
"2009","S01002178","103.49"
"2010","S01002178","102.78"
"2011","S01002178","103.14"
"2012","S01002178","102.96"
"2003","S01002178","102.78"
"2004","S01002179","19.36"
"2005","S01002179","19.36"
"2006","S01002179","19.36"
"2007","S01002179","19.43"
"2008","S01002179","19.43"
"2009","S01002179","19.43"
"2010","S01002179","19.43"
"2011","S01002179","19.43"
"2012","S01002179","19.43"
"2003","S01002179","19.36"
"2004","S01002180","56.25"
"2005","S01002180","57.87"
"2006","S01002180","58.27"
"2007","S01002180","58.47"
"2008","S01002180","58.47"
"2009","S01002180","58.68"
"2010","S01002180","59.69"
"2011","S01002180","60.29"
"2012","S01002180","60.09"
"2003","S01002180","55.24"
"2004","S01002181","8.85"
"2005","S01002181","8.85"
"2006","S01002181","8.87"
"2007","S01002181","8.87"
"2008","S01002181","8.89"
"2009","S01002181","8.78"
"2010","S01002181","8.78"
"2011","S01002181","8.78"
"2012","S01002181","8.76"
"2003","S01002181","8.83"
"2004","S01002182","54.67"
"2005","S01002182","55.11"
"2006","S01002182","56.57"
"2007","S01002182","56.72"
"2008","S01002182","56.86"
"2009","S01002182","58.33"
"2010","S01002182","58.18"
"2011","S01002182","58.04"
"2012","S01002182","58.92"
"2003","S01002182","60.09"
"2004","S01002183","140.33"
"2005","S01002183","140.33"
"2006","S01002183","140.85"
"2007","S01002183","140.85"
"2008","S01002183","141.11"
"2009","S01002183","141.11"
"2010","S01002183","141.11"
"2011","S01002183","141.11"
"2012","S01002183","140.85"
"2003","S01002183","140.07"
"2004","S01002184","12.58"
"2005","S01002184","12.58"
"2006","S01002184","12.54"
"2007","S01002184","12.54"
"2008","S01002184","12.54"
"2009","S01002184","12.54"
"2010","S01002184","12.58"
"2011","S01002184","12.58"
"2012","S01002184","12.58"
"2003","S01002184","12.62"
"2004","S01002185","56.02"
"2005","S01002185","61.96"
"2006","S01002185","62.52"
"2007","S01002185","62.52"
"2008","S01002185","62.52"
"2009","S01002185","62.18"
"2010","S01002185","62.18"
"2011","S01002185","62.18"
"2012","S01002185","62.18"
"2003","S01002185","53.44"
"2004","S01002186","134.33"
"2005","S01002186","134.33"
"2006","S01002186","133.99"
"2007","S01002186","133.99"
"2008","S01002186","133.99"
"2009","S01002186","133.99"
"2010","S01002186","133.65"
"2011","S01002186","133.31"
"2012","S01002186","133.31"
"2003","S01002186","134.33"
"2004","S01002187","88.87"
"2005","S01002187","89.05"
"2006","S01002187","89.39"
"2007","S01002187","89.56"
"2008","S01002187","89.22"
"2009","S01002187","89.05"
"2010","S01002187","89.22"
"2011","S01002187","89.05"
"2012","S01002187","89.39"
"2003","S01002187","88.01"
"2004","S01002188","11.53"
"2005","S01002188","11.53"
"2006","S01002188","11.53"
"2007","S01002188","11.53"
"2008","S01002188","11.53"
"2009","S01002188","11.53"
"2010","S01002188","11.53"
"2011","S01002188","11.5"
"2012","S01002188","11.5"
"2003","S01002188","11.53"
"2004","S01002189","76.45"
"2005","S01002189","76.45"
"2006","S01002189","76.45"
"2007","S01002189","76.62"
"2008","S01002189","76.79"
"2009","S01002189","76.62"
"2010","S01002189","76.62"
"2011","S01002189","76.62"
"2012","S01002189","76.45"
